gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT1G42698	AT1G42698	0	0	0	0	0	0
AT1G42699	AT1G42699	0	0	0	0	0	0
AT1G42700	AT1G42700	0	0	0	0	0	0
AT1G42703	AT1G42703	0	0	0	0	0	0
AT1G42705	AT1G42705	0	0	0	0	0	0
AT1G42710	AT1G42710	0	0	0	0	0	0
AT1G42718	AT1G42718	0	0	0	0	0	0
AT1G42727	AT1G42727	0	0	0	0	0	0
AT1G42736	AT1G42736	0	0	0	0	0	0
AT1G42740	AT1G42740	0	0	0	0	0	0
AT1G42745	AT1G42745	0	0	0	0	0	0
AT1G42780	AT1G42780	0	0	0	0	0	0
AT1G42816	AT1G42816	0	0	0	0	0	0
AT1G42852	AT1G42852	0	0	0	0	0	0
AT1G42888	AT1G42888	0	0	0	0	0	0
AT1G42924	AT1G42924	0	0	0	0	0	0
AT1G42960	AT1G42960	1216	4062	1580	6608	1587	1697
AT1G42970	GAPB	17768	89222	27151	116055	31053	33371
AT1G42980	FH12	1	1	0	0	1	1
AT1G42990	BZIP60	508	1355	231	964	492	499
AT1G43000	AT1G43000	1	2	0	0	1	1
AT1G43005	AT1G43005	0	0	0	0	0	0
AT1G43010	AT1G43010	0	0	0	0	0	0
AT1G43020	AT1G43020	0	1	0	1	0	0
AT1G43030	AT1G43030	0	0	0	0	0	0
AT1G43040	AT1G43040	0	0	0	0	0	1
AT1G43050	AT1G43050	0	0	0	0	0	0
AT1G43060	AT1G43060	0	0	0	0	1	1
AT1G43070	AT1G43070	0	0	0	0	0	0
AT1G43080	AT1G43080	0	0	0	0	0	0
AT1G43090	AT1G43090	0	0	0	0	0	0
AT1G43100	AT1G43100	0	0	0	0	0	0
AT1G43110	AT1G43110	0	0	0	0	0	0
AT1G43120	AT1G43120	0	0	0	0	0	0
AT1G43130	LCV2	180	761	398	1682	292	284
AT1G43140	AT1G43140	0	0	0	0	0	0
AT1G43145	AT1G43145	0	0	0	0	0	0
AT1G43150	AT1G43150	0	0	0	0	0	0
AT1G43160	RAP2-6	0	2	1	5	2	2
AT1G43170	ARP1	3446	10271	15306.001	63585.001	7177	8098
AT1G43171	AT1G43171	0	0	0	0	0	0
AT1G43180	AT1G43180	1	2.469	0	2.154	0	3.39
AT1G43190	PTB3	433	1569	408	1824	806	867
AT1G43195	AT1G43195	0	0	0	0	0	0
AT1G43200	AT1G43200	0	0	0	0	0	0
AT1G43205	AT1G43205	0	0	0	2	0	0
AT1G43210	AT1G43210	0	0	0	0	0	0
AT1G43220	AT1G43220	0	0	0	0	0	0
AT1G43230	AT1G43230	0	0	0	0	0	0
AT1G43240	AT1G43240	0	0	0	0	0	0
AT1G43245	SDG41	52	181	152	569	78	74
AT1G43250	AT1G43250	0	5	0	0	3	4
AT1G43260	AT1G43260	0	0	0	0	0	0
AT1G43270	AT1G43270	0	1	0	0	1	0
AT1G43280	AT1G43280	0	0	0	0	0	0
AT1G43290	AT1G43290	0	0	0	0	0	0
AT1G43300	AT1G43300	0	1	0	0	0	0
AT1G43310	AT1G43310	0	0	0	0	1.667	0
AT1G43320	AT1G43320	0	0	0	0	0	0
AT1G43330	AT1G43330	0	0	0	0	0	0
AT1G43387	AT1G43387	0	0	0	0	0	0
AT1G43415	AT1G43415	0	0	0	0	0	0
AT1G43444	AT1G43444	0	0	0	0	0	0
AT1G43502	AT1G43502	0	2	0	0	0	0
AT1G43560	Aty2	799	3430	986	4019	1146	1196
AT1G43570	AT1G43570	0	0	0	1	0	0
AT1G43575	AT1G43575	0	0	0	0	0	0
AT1G43580	AT1G43580	137	669	455	1880	308	326
AT1G43590	AT1G43590	78	174	42	183	88	95
AT1G43600	AT1G43600	0	0	0	0	1	0
AT1G43610	AT1G43610	0	0	0	0	0	0
AT1G43620	UGT80B1	287	1241	36	192.001	503	497
AT1G43624	AT1G43624	0	0	0	0	0	0
AT1G43630	AT1G43630	0	0	0	0	0	0
AT1G43640	TULP5	1	5	2	0	0	1
AT1G43650	AT1G43650	23	120	2	23	51	46
AT1G43660	AT1G43660	0	0	0	0	0	0
AT1G43665	AT1G43665	0	0	0	0	0	0
AT1G43666	AT1G43666	0	0	0	0	0	0
AT1G43667	AT1G43667	0	0	0	0	0	0
AT1G43670	AT1G43670	2442	10361	474	1807	3679	3726
AT1G43675	AT1G43675	13	35	0	5	9	10
AT1G43680	AT1G43680	0	0	0	0	0	0
AT1G43690	AT1G43690	363	1388	447	1839	655	719
AT1G43700	VIP1	294	1185	796	3584	413	468
AT1G43710	SDC	660	2673	281	1160	1128	1217
AT1G43715	AT1G43715	0	0	0	0	0	0
AT1G43720	AT1G43720	0	0	0	0	0	0
AT1G43722	AT1G43722	0	0	0	0	0	0
AT1G43723	AT1G43723	0	0	0	0	0	0
AT1G43724	AT1G43724	0	0	0	0	0	0
AT1G43725	AT1G43725	0	0	0	0	0	0
AT1G43730	AT1G43730	0	0	0	0	0	0
AT1G43740	AT1G43740	0	0	0	0	0	0
AT1G43745	AT1G43745	0	0	0	0	0	0
AT1G43750	AT1G43750	0	0	0	1	0	0
AT1G43755	AT1G43755	0	0	0	0	0	0
AT1G43760	AT1G43760	0	0	0	0	0	0
AT1G43763	AT1G43763	0	0	0	0	0	0
AT1G43765	AT1G43765	3	5	1	14	2	5
AT1G43766	AT1G43766	0	0	0	0	0	0
AT1G43770	AT1G43770	48	153	27	110	52	64
AT1G43775	AT1G43775	0	0	0	0	0	0
AT1G43777	AT1G43777	0	0	0	0	0	0
AT1G43780	SCPL44	0	0	0	0	0	0
AT1G43781	AT1G43781	0	0	0	0	0	0
AT1G43785	AT1G43785	0	0	4	3	0	0
AT1G43790	TED6	47	127	65	255	39	42
AT1G43800	S-ACP-DES6	192	24	10	29	284	295
AT1G43810	AT1G43810	0	0	0	0	0	0
AT1G43820	AT1G43820	0	0	0	0	0	0
AT1G43830	AT1G43830	0	0	0	0	0	0
AT1G43835	AT1G43835	0	0	0	0	0	0
AT1G43840	AT1G43840	0	0	0	0	0	0
AT1G43845	AT1G43845	0	0	0	0	0	0
AT1G43850	SEU	302	1567	373	1683	721	757
AT1G43860	AT1G43860	176	589	366	1496	287	323
AT1G43870	AT1G43870	0	0	0	0	0	0
AT1G43880	AT1G43880	0	2	0	0	0	1
AT1G43883	AT1G43883	0	3	0	0	0	1
AT1G43886	AT1G43886	51	200	64	277	72	69
AT1G43890	RABC1	448	1101	502	2147	479	474
AT1G43895	AT1G43895	0	0	0	1	0	0
AT1G43897	AT1G43897	0	0	0	0	0	0
AT1G43900	AT1G43900	184	682	313	1263	303	321
AT1G43910	AT1G43910	23	104	88	355	43	50
AT1G43920	AT1G43920	0	0	0	0	0	0
AT1G43930	AT1G43930	0	1	0	0	0	0
AT1G43940	AT1G43940	0	0	0	0	0	0
AT1G43950	ARF23	0	0	0	0	0	0
AT1G43960	AT1G43960	0	0	0	0	0	0
AT1G43970	AT1G43970	0	0	0	0	0	0
AT1G43980	PCMP-E58	11	45	0	2	19	21
AT1G43990	AT1G43990	0	0	0	0	0	0
AT1G43995	AT1G43995	0	0	0	0	0	0
AT1G43997	AT1G43997	0	0	0	0	1	0
AT1G44000	SGRL	992	3762	685	2788	1509	1530
AT1G44010	AT1G44010	0	0	0	0	0	0
AT1G44020	AT1G44020	0	0	0	0	0	0
AT1G44030	AT1G44030	0	0	0	0	0	0
AT1G44040	AT1G44040	0	0	0	0	0	0
AT1G44045	AT1G44045	0	0	0	0	0	0
AT1G44050	AT1G44050	0	0	0	1	0	0
AT1G44060	AT1G44060	0	4	0	1.147	0	0
AT1G44070	AT1G44070	0	0	0	0	0	0
AT1G44075	AT1G44075	0	0	0	0	0	0
AT1G44080	AT1G44080	0	0	0	0	0	0
AT1G44085	AT1G44085	0	0	0	0	0	0
AT1G44090	GA20OX5	0	0	0	0	0	0
AT1G44094	AT1G44094	0	0	0	0	0	0
AT1G44100	AAP5	177	976	11	31	388	417
AT1G44110	CYCA1-1	85	115	3	5	163	181
AT1G44120	AT1G44120	46.978	183.259	15	33.632	79.528	70.894
AT1G44125	AT1G44125	33.022	109.741	0	27.368	61.472	41.106
AT1G44130	AT1G44130	0	4	10	24	5	3
AT1G44140	AT1G44140	0	0	0	0	0	1
AT1G44150	AT1G44150	1	0	0	1	1	1
AT1G44160	AT1G44160	1	1	0	2	4	1
AT1G44170	ALDH3H1	216	1013	50	216	471	428
AT1G44180	AT1G44180	0	0	0	0	0	0
AT1G44191	AT1G44191	0	0	0	1	0	0
AT1G44224	AT1G44224	0	0	4	14	0	0
AT1G44286	AT1G44286	0	0	0	0	0	0
AT1G44318	HEMB2	0	0	0	0	0	0
AT1G44350	ILL6	135	413	58	326	217	239
AT1G44382	AT1G44382	0	0	0	0	0	0
AT1G44414	AT1G44414	2	4	157	611	3	2
AT1G44446	CAO	1992	9325	1079	4491	3952	4088
AT1G44478	AT1G44478	0	1	0	0	0	0
AT1G44510	AT1G44510	0	1	0	1	0	0
AT1G44542	AT1G44542	0	0	0	0	0	0
AT1G44575	PSBS	10991	46110	16780	69097	17520	18032
AT1G44608	AT1G44608	0	0	0	0	0	0
AT1G44641	AT1G44641	0	0	0	0	0	0
AT1G44674	AT1G44674	0	0	0	0	0	0
AT1G44707	AT1G44707	0	0	0	0	0	0
AT1G44740	AT1G44740	3	8	1	9	6	4
AT1G44750	PUP11	141	569.375	126	528.045	267	243
AT1G44760	AT1G44760	68	193	74	287	145	181
AT1G44770	AT1G44770	343	1168	167	735	442	467
AT1G44780	AT1G44780	66	237	15	74	113	128
AT1G44790	AT1G44790	375	868	161	782	371	388
AT1G44800	AT1G44800	99	449	43	178	265	317
AT1G44810	AT1G44810	154	513	222	1003	291	262
AT1G44820	AT1G44820	188	797	280	1003	351	350
AT1G44830	ERF014	4	3	0	2	10	12
AT1G44835	AT1G44835	194	595	80	319	308	284
AT1G44840	AT1G44840	0	3	0	0	0	0
AT1G44850	AT1G44850	0	0	0	0	0	0
AT1G44860	AT1G44860	0	0	0	0	0	0
AT1G44870	AT1G44870	0	0	0	0	0	0
AT1G44875	AT1G44875	0	0	0	1	0	0
AT1G44880	AT1G44880	0	0	0	0	0	0
AT1G44890	AT1G44890	33	122	28	104	64	58
AT1G44900	MCM2	147	543	68	332	354	373
AT1G44910	PRP40A	180	889	198	834	403	419
AT1G44920	AT1G44920	631	2748	964	4302	998	988
AT1G44935	SADHU9-1	0	0	0	0	0	0
AT1G44940	AT1G44940	0	0	0	0	0	0
AT1G44941	AT1G44941	0	0	0	0	0	0
AT1G44960	AT1G44960	73	266	185	914	133	120
AT1G44970	PER9	0	0	9	32	0	0
AT1G44980	PME57	0	0	0	0	0	0
AT1G44990	AT1G44990	0	0	0	0	0	0
AT1G45000	RPT4B	680	2130	828	3606	1030	1104
AT1G45010	AT1G45010	169	527	19	74	162	178
AT1G45015	AT1G45015	0	0	0	0	0	0
AT1G45020	AT1G45020	0	0	0	0	0	0
AT1G45030	AT1G45030	0	0	0	0	0	0
AT1G45035	AT1G45035	0	0	0	0	0	0
AT1G45040	AT1G45040	0	0	0	0	0	0
AT1G45050	UBC15	76	292	75	358	120	122
AT1G45063	AT1G45063	0	0	0	2	0	0
AT1G45070	AT1G45070	0	0	0	0	0	0
AT1G45080	AT1G45080	0	0	0	0	0	0
AT1G45090	AT1G45090	0	0	0	0	0	0
AT1G45100	AT1G45100	0	0	1	0	0	0
AT1G45110	AT1G45110	31	124	56	223	67	63
AT1G45120	AT1G45120	57	224	24	101	124	123
AT1G45130	BGAL5	182	594	156	772	384	415
AT1G45140	AT1G45140	0	0	0	1	2	1.002
AT1G45145	TRX5	312	621	439	2080	310	325
AT1G45150	AT1G45150	100	383	49	272	159	193
AT1G45160	IRE4	378	1727	237	1070	730	693
AT1G45163	AT1G45163	110.508	386	55.167	195	120	123
AT1G45165	AT1G45165	0	0	0	0	0	0
AT1G45170	OEP24A	119	324	230	1027	137	161
AT1G45180	AT1G45180	57	244	27	99	130	150
AT1G45190	DD18	0	0	0	0	0	0
AT1G45191	BGLU1	95	273	10	69	121	121
AT1G45201	ATTLL1	2219	9670	969	4376	2990	3038
AT1G45207	AT1G45207	116	352	37	142	212	223
AT1G45211	AT1G45211	0	0	0	0	0	0
AT1G45215	AT1G45215	0	0	0	0	0	0
AT1G45221	AT1G45221	0	0	0	0	0	0
AT1G45223	AT1G45223	0	0	0	0	0	0
AT1G45225	AT1G45225	0	0	0	0	0	0
AT1G45227	AT1G45227	0	0	0	0	0	0
AT1G45229	AT1G45229	9	25	0	2	6	6
AT1G45230	AT1G45230	402	1511	713	3150	534	541
AT1G45231	AT1G45231	105	270	40	157	129	131
AT1G45233	THO5A	97	219	34	153	112	124
AT1G45236	AT1G45236	0	0	0	0	0	0
AT1G45243	AT1G45243	0	0	0	0	0	0
AT1G45248	AT1G45248	27	85.001	2	9	48.999	57.001
AT1G45249	ABF2	131	482	13	63	184	215
AT1G45256	AT1G45256	0	0	0	0	0	0
AT1G45332	MEFG1	140.385	540.954	233.08	1064.241	314.576	322.548
AT1G45403	AT1G45403	0	0	0	0	0	0
AT1G45474	LHCA5	1264	5975.001	413	1994	1930.999	2181.999
AT1G45545	WEL2	13	62.999	4	21	15	21
AT1G45616	AtRLP6	6	32	4	17	9	21
AT1G45688	AT1G45688	414	1828	491	2094	674	733
AT1G45760	AT1G45760	0	0	0	0	0	0
AT1G45832	AT1G45832	0	0	0	0	0	0
AT1G45904	AT1G45904	0	0	0	0	0	0
AT1G45976	SBP1	155	487	661	2588	229	224
AT1G46048	AT1G46048	0	0	0	0	0	0
AT1G46120	AT1G46120	4.071	14.573	0	2.699	7.603	7.725
AT1G46192	AT1G46192	0	0	0	0	0	0
AT1G46264	HSFB4	42	94	85	391	75	69
AT1G46336	AT1G46336	0	0	0	0	0	0
AT1G46408	AGL97	0	0	0	0	0	0
AT1G46480	WOX4	24	104	6	18	44	41
AT1G46552	AT1G46552	7	10	1	0	9	10
AT1G46554	AT1G46554	71	262	9	19	88	80
AT1G46624	AT1G46624	0	0	0	0	0	0
AT1G46696	AT1G46696	0	0	0	0	0	0
AT1G46768	RAP2-1	8	54	8	34	9	18
AT1G46840	AT1G46840	0	0	0	0	0	0
AT1G46912	AT1G46912	0	0	0	0	0	0
AT1G46984	AT1G46984	0	0	0	0	0	1
AT1G47056	VFB1	82	360	26	99	148	157
AT1G47128	RD21A	4092	14852	6003	26437	5092	5717
AT1G47200	WPP2	273	879	161	661	355	392
AT1G47210	CYCA3-2	189	522	30	129	269	320
AT1G47220	CYCA3-3	0	0	0	0	0	0
AT1G47230	CYCA3-4	78	308	20	85	156	135
AT1G47240	NRAMP2	142	560	80	346	240	260
AT1G47250	PAF2	216	650	197	903	292	318
AT1G47260	GAMMACA2	828	2946	1567	6937	1365	1531
AT1G47265	AT1G47265	0	3	0	1	0	0
AT1G47270	TULP6	110	304	78	318	180	176
AT1G47271	AT1G47271	2	7	0	6	2	2
AT1G47278	AT1G47278	158	299	404	1757	141	169
AT1G47280	AT1G47280	0	0	0	1	0	0
AT1G47290	3BETAHSD/D1	135	465	46	216	227	244
AT1G47300	AT1G47300	0	0	0	1	0	0
AT1G47310	AT1G47310	224	616	168	658	265	304
AT1G47317	AT1G47317	0	0	0	0	0	0
AT1G47320	AT1G47320	0	0	0	0	0	0
AT1G47330	CBSDUF7	121	569	87	411	228	217
AT1G47340	AT1G47340	31	110	25	77	62	72
AT1G47350	AT1G47350	0	0	0	0	0	0
AT1G47360	AT1G47360	0	0	0	0	0	0
AT1G47370	AT1G47370	1	8	1	2	3	2
AT1G47380	AT1G47380	111	440	82	303	249	228
AT1G47389	AT1G47389	0	0	0	0	0	0
AT1G47390	AT1G47390	0	0	0	0	0	0
AT1G47395	AT1G47395	5	8	1	5	1	1
AT1G47400	AT1G47400	9	7	0	4	1	1
AT1G47405	AT1G47405	1	1	0	0	0	0
AT1G47410	AT1G47410	54.997	111.984	29	123.97	47.997	50
AT1G47420	SDH5	1140.002	3624.016	1898	8521.03	1643.003	1711
AT1G47430	AT1G47430	0	0	0	0	0	0
AT1G47435	AT1G47435	0	0	0	0	0	0
AT1G47440	AT1G47440	5	14	3	7	8	7
AT1G47450	AT1G47450	0	0	0	0	0	0
AT1G47460	AT1G47460	0	0	0	0	0	0
AT1G47465	AT1G47465	0	0	0	0	0	0
AT1G47470	AT1G47470	0	0	0	0	0	0
AT1G47480	CXE2	5	40	1	9	4	4
AT1G47485	AT1G47485	0	0	0	0	0	0
AT1G47490	RBP47C	492.224	1491.818	261.966	1094.002	813.457	775.096
AT1G47495	AT1G47495	0	0	0	0	0	0
AT1G47497	AT1G47497	0	0	0	0	0	0
AT1G47500	RBP47C'	188.776	707.181	123.035	500.998	345.543	401.905
AT1G47510	AT5PTASE11	14	54	7	31	59	72
AT1G47520	AT1G47520	75	212	27	150	105	104
AT1G47530	AT1G47530	350	1531	136	574	769	762
AT1G47540	ATTI7	0	0	0	0	0	0
AT1G47550	SEC3A	429.935	2045.078	428.98	1698.654	866.598	1000.146
AT1G47560	SEC3B	13.065	85.922	3.02	37.345	42.402	31.855
AT1G47565	AT1G47565	42	174	9	34	70	83
AT1G47570	AT1G47570	111	431	115	549	181	215
AT1G47578	AT1G47578	8	22	0	0	12	13
AT1G47580	DYW1	212	594	299	1230	212	225
AT1G47590	ATPUP20	0	0	1	1	0	0
AT1G47595	AT1G47595	0	0	0	0	0	0
AT1G47600	TGG4	0	0	0	0	0	0
AT1G47603	ATPUP19	1	2	0	0	2	2
AT1G47606	AT1G47606	0	0	0	0	0	0
AT1G47610	AT1G47610	0	0	0	1	0	0
AT1G47620	CYP96A8	0	0	0	0	0	0
AT1G47625	AT1G47625	0	0	0	0	0	0
AT1G47630	CYP96A7	0	1	0	0	0	0
AT1G47640	AT1G47640	243	811	688	3012	353	379
AT1G47650	AT1G47650	0	0	0	0	0	0
AT1G47655	DOF1.6	11	41	17	118	20	16
AT1G47660	AT1G47660	0	0	0	0	0	0
AT1G47670	AATL1	39	190	66	280	160	156
AT1G47680	AT1G47680	0	0	0	0	0	0
AT1G47690	AT1G47690	0	0	0	0	0	0
AT1G47705	AT1G47705	0	0	0	0	0	0
AT1G47710	AT1G47710	251	983	370	1439	414	427
AT1G47720	OSB1	52	122	49	202	68	55
AT1G47730	AT1G47730	0	0	0	0	0	0
AT1G47740	AT1G47740	245	822	199	719	468	443
AT1G47750	PEX11A	89	264	23	63	71	97
AT1G47760	AGL102	7	0	5	5	3	6
AT1G47765	AT1G47765	0	0	0	0	0	0
AT1G47770	AT1G47770	0	0	0	0	0	0
AT1G47780	AT1G47780	0	0	0	0	0	0
AT1G47783	AT1G47783	0	0	0	0	0	0
AT1G47786	AT1G47786	0	0	0	0	0	0
AT1G47790	AT1G47790	0	0	0	0	0	0
AT1G47800	AT1G47800	0	0	0	0	0	0
AT1G47810	AT1G47810	0	0	0	0	0	0
AT1G47813	AT1G47813	0	0	0	0	0	0
AT1G47816	AT1G47816	0	0	0	0	0	0
AT1G47820	AT1G47820	99	198	47	249	80	81
AT1G47830	AP17	323	665	72	328	344	317
AT1G47840	HXK3	22	92	22	78	51	57
AT1G47860	AT1G47860	72.203	223.994	9.025	46.671	131.256	121.159
AT1G47870	E2FC	71	199	103	434	107	97
AT1G47880	AT1G47880	0	4	0	0	0	0
AT1G47885	AT1G47885	0	1	0	1	0	1
AT1G47890	AtRLP7	2	29	1	3	8	8
AT1G47900	FPP6	196	729	88	333	432	401
AT1G47910	AT1G47910	0	0	0	0	0	0
AT1G47915	AT1G47915	0	0	0	0	0	0
AT1G47920	AT1G47920	0	2	0	1	0	0
AT1G47930	AT1G47930	1	0	0	0	2	1
AT1G47940	AT1G47940	0	0	0	0	0	0
AT1G47946	AT1G47946	0	0	0	0	0	0
AT1G47950	AT1G47950	0	0	0	1	1	0
AT1G47960	C/VIF1	77	219	11	58	96	114
AT1G47970	AT1G47970	289	1190	112	613	478	529
AT1G47980	AT1G47980	1	0	9	60	0	0
AT1G47990	GA2OX4	0	0	0	0	0	0
AT1G48000	MYB112	2	12	0	3	4	3
AT1G48010	AT1G48010	0	0	0	0	0	0
AT1G48020	PMEI1	0	3	0	0	2	0
AT1G48030	LPD1	1992	9965	1841	7467	3923	4092
AT1G48040	AT1G48040	45	163	67	318	69	60
AT1G48050	KU80	109	438	77	376	218	188
AT1G48060	AT1G48060	0	1	1	18	0	1
AT1G48070	AT1G48070	0	0	0	0	0	0
AT1G48090	AT1G48090	702	4972	320	1291	1973	1878
AT1G48095	AT1G48095	0	0	0	0	0	0
AT1G48100	AT1G48100	39	124	22	83	78	79
AT1G48110	ECT7	236	1168	211	866	499	585
AT1G48120	AT1G48120	75	390	153	620	213	192
AT1G48130	PER1	0	0	0	0	0	0
AT1G48140	AT1G48140	92	217	105	456	89	90
AT1G48145	AT1G48145	0	0	0	1	0	0
AT1G48150	AT1G48150	0	0	0	0	0	0
AT1G48160	SRP19	227.34	592.313	145.454	680.798	258.857	287.097
AT1G48170	AT1G48170	112.66	299.687	85.546	319.202	131.143	142.903
AT1G48175	emb2191	150	264	11	43	106	111
AT1G48180	AT1G48180	0	0	1	0	3	0
AT1G48190	AT1G48190	0	0	0	0	0	0
AT1G48195	AT1G48195	0	0	0	0	0	0
AT1G48200	AT1G48200	67	170	166	788	90	107
AT1G48210	AT1G48210	189	720	103	407	317	312
AT1G48220	AT1G48220	0	0	0	0	1	0
AT1G48230	AT1G48230	222	815	205	909	421	412
AT1G48240	NPSN12	186	634	194	850	253	297
AT1G48250	AT1G48250	0	0	0	0	0	0
AT1G48260	CIPK17	87	174	7	41	48	58
AT1G48267	MIR161	0	0	0	0	0	0
AT1G48268	AT1G48268	0	0	0	1	0	0
AT1G48270	GCR1	51	128	7	41	63	69
AT1G48280	AT1G48280	31	147	50	206	77	66
AT1G48290	AT1G48290	0	0	0	0	0	0
AT1G48300	AT1G48300	1266	4454	4458	19510	1473	1497
AT1G48310	CHR18	63	190	50	223	132	130
AT1G48315	AT1G48315	25.506	77.677	14.429	45.541	26.89	29.679
AT1G48320	DHNAT1	76.494	229.323	20.571	81.459	94.11	127.321
AT1G48325	AT1G48325	0	0	0	0	0	0
AT1G48330	AT1G48330	132	268	2	22	87	106
AT1G48340	AT1G48340	0	0	0	0	0	0
AT1G48350	RPL18	2777	10648	2961	12860	4474	4918
AT1G48360	AT1G48360	115	413	23	64	187	156
AT1G48370	YSL8	47	220	23	108	119	112
AT1G48380	RHL1	70	276	81	420	148	146
AT1G48390	AT1G48390	10	30	3	6	18	18
AT1G48400	AT1G48400	8	11	12	30	9	13
AT1G48405	AT1G48405	0	3	1	3	0	0
AT1G48410	AGO1	695	3281	839	3818	1789	1970
AT1G48420	DCD	805	2720	1080	4670	1153	1217
AT1G48422	AT1G48422	0	0	0	0	0	0
AT1G48430	AT1G48430	326	1179	318	1233	494	453
AT1G48440	AT1G48440	355	1365	705	3250	471	562
AT1G48450	AT1G48450	966	4653	5754	24760	1975	1973
AT1G48460	AT1G48460	122	369	344	1415	248	251
AT1G48470	GLN1-5	2	8	1	3	4	4
AT1G48480	RKL1	218	1320	207	784	517	582
AT1G48490	IRE3	215	1160	146	681	512	469
AT1G48500	TIFY6A	2	10	0	1	4	8
AT1G48510	AT1G48510	0	0	0	0	0	0
AT1G48520	GATB	749	2790	534	2165	1293	1289
AT1G48530	AT1G48530	0	2	1	1	3	0
AT1G48540	AT1G48540	434	1978	118	567	672	746
AT1G48550	AT1G48550	90	364	87	418	145	155
AT1G48560	AT1G48560	29	69	152	661	53	53
AT1G48570	AT1G48570	165	672	732	3069	412	423
AT1G48580	AT1G48580	14	23	13	56	20	37
AT1G48590	AT1G48590	1	0	0	0	0	1
AT1G48598	CPuORF31	71.129	662.542	0	840.777	153.467	364.059
AT1G48600	NMT2	1513.871	7035.458	2935	11959.223	2513.533	2485.941
AT1G48605	HAL3B	15	42	19	84	31	25
AT1G48610	AT1G48610	103	330	49	222	200	213
AT1G48620	HON5	352	1396	218	965	722	732
AT1G48625	AT1G48625	1	0	0	0	0	0
AT1G48630	RACK1B	670	1545	784.706	3092	1303	1360.589
AT1G48635	PEX3-2	135	485	203	935	230	258
AT1G48640	AT1G48640	0	0	0	0	0	0
AT1G48650	AT1G48650	370	1924	758	3031	948	997
AT1G48660	AT1G48660	1	0	0	1	3	0
AT1G48670	AT1G48670	0	0	0	0	0	0
AT1G48680	AT1G48680	0	0	1	0	0	1
AT1G48690	AT1G48690	0	0	0	0	0	0
AT1G48698	AT1G48698	0	0	0.997	6.997	0	0
AT1G48700	AT1G48700	0	0	35.003	225.003	0	0
AT1G48710	AT1G48710	4.495	0	10795.837	47689.88	82.107	56.187
AT1G48720	AT1G48720	0	0	83.907	694.798	0	0
AT1G48730	AT1G48730	0	0	7	30	0	0
AT1G48740	AT1G48740	6	5	22	98	7	9
AT1G48742	MIR157D	0	0	1	0	0	0
AT1G48745	AT1G48745	31	79	11	51	25	28
AT1G48750	AT1G48750	103.572	149.103	80.973	370.014	118.193	126.98
AT1G48760	DELTA-ADR	170.428	698.897	371.027	1477.986	309.807	319.02
AT1G48770	AT1G48770	29	85	14	76	30	46
AT1G48780	AT1G48780	21	104	9	47	22	29
AT1G48790	AMSH1	293	1362	178	758	555	583
AT1G48800	TPS28	0	0	0	0	0	0
AT1G48810	AT1G48810	0	0	0	0	0	0
AT1G48820	AT1G48820	5	2	1	1	7	11
AT1G48830	RPS7A	1564	2678	1694	7575	1398	1526
AT1G48840	AT1G48840	113	453	374	1644	172	214
AT1G48850	EMB1144	514	1991	488	2273	967	963
AT1G48860	AT1G48860	280.997	1196.026	322.003	1302.021	621.606	635.992
AT1G48870	AT1G48870	7	20	5	9	9	11
AT1G48880	TBL7	27	90	7	27	37	29
AT1G48890	AT1G48890	1	1	1	0	0	1
AT1G48900	SRP-54C	355.04	1451.999	333	1660	617	677.999
AT1G48910	YUC10	0	0	0	0	0	0
AT1G48912	AT1G48912	0	0	0	0	0	0
AT1G48920	NUCL1	2722	8259	6917	30346	5642	6074
AT1G48930	AtGH9C1	0	0	0	0	0	0
AT1G48940	ENODL6	0	2	0	0	0	2
AT1G48950	AT1G48950	138	472	354	1402	243	230
AT1G48953	AT1G48953	0	0	0	0	0	0
AT1G48960	AT1G48960	28	134	13	90	51	53
AT1G48970	AT1G48970	158	685	139	630	267	257
AT1G48980	AT1G48980	0	0	0	0	0	1
AT1G48990	AT1G48990	0	0	0	0	0	0
AT1G49000	AT1G49000	10	50	0	3	10	15
AT1G49005	CLE11	1	4	0	0	3	2
AT1G49010	AT1G49010	278	971	25	87	398	424
AT1G49015	AT1G49015	0	0	0	1	0	0
AT1G49030	PCR6	0	0	0	0	3	2
AT1G49032	AT1G49032	260	614	116	476	243	229
AT1G49040	SCD1	313	1321	184	698	681	618
AT1G49050	AT1G49050	145	718	113	552	321	328
AT1G49060	AT1G49060	0	0	0	0	0	0
AT1G49070	AT1G49070	0	0	0	0	0	0
AT1G49080	AT1G49080	0	0	0	0	0	0
AT1G49090	AT1G49090	2	0	0	1	0	1
AT1G49100	AT1G49100	0	0	0	0	0	0
AT1G49110	AT1G49110	0	0	0	0	0	0
AT1G49120	ERF117	0	0	0	0	1	0
AT1G49130	COL8	263	741	358	1537	311	339
AT1G49140	AT1G49140	609	1992	617	2761	708	834
AT1G49150	AT1G49150	1	1	2	2	1	2
AT1G49160	WNK7	57	153	20	113	73	69
AT1G49170	AT1G49170	93	148	85	313	79	70
AT1G49180	AT1G49180	117	325	14	52	126	109
AT1G49190	ARR19	0	0	0	0	0	0
AT1G49200	ATL75	25	58	25	117	49	43
AT1G49210	ATL76	6	17	5	14	12	18
AT1G49220	ATL10	6	23	1	11	5	9
